9553,535722
9553,822592
9553,746755
9553,733470
9553,4812085
9553,1794898
9553,1462057
9553,2997629
9553,733636
9558,466208
9660,1773909
9660,2011600
9660,481434
9660,653605
9660,609147
9660,610240
9660,512453
9660,517701
9660,1867623
9660,2985822
9660,2721631
9660,612060
9660,527097
9660,570828
9661,679243
9661,712878
9661,2861360
9661,468245
9661,699445
9711,480651
9537,456719
9537,457015
9537,505312
9537,1434012
9537,455867
9537,671145
9537,2056463
9537,3702664
9537,4421539
9537,4173814
9537,455109
9537,455144
9537,455166
9537,672941
9537,4300393
9667,1335467
9667,615629
9667,3931659
9667,568665
9667,862454
9667,774092
9667,614181
9667,568648
9673,678644
9673,1984879
9673,5018862
9673,462686
9673,457257
9673,689580
9673,471083
9673,557323
9673,1740990
9673,5294378
9680,479496
9689,457221
9722,458135
9722,461646
9722,666684
9722,455170
9623,467880
9651,461922
9652,459113
9652,670056
9652,2071012
9652,5205573
9688,455550
9688,2076576
9690,513159
9690,488465
9690,522744
9690,513105
9690,511776
9690,3823356
9690,3823358
9690,561912
9690,603377
9690,576570
9690,483645
9690,522130
9690,570817
9690,583723
9690,583553
9753,457494
9753,660015
9753,745683
9753,4296251
9612,461968
9612,459085
9612,704354
9612,473376
9621,615629
9621,3931659
9621,4783840
9621,672970
9621,1361079
9621,510237
9621,1141455
9621,837495
9621,1030968
9621,608847
9624,455663
9624,718103
9624,476035
9706,712525
9706,1831597
9706,575843
9706,677739
9706,4136935
9706,580818
9706,568666
9706,570228
9706,862454
9706,574692
9713,869110
9713,544359
9713,742638
9713,3319750
9713,535722
9744,462040
9744,662866
9607,599452
9607,720746
9607,563822
9607,575153
9607,654619
9642,456091
9642,489030
9642,4215193
9642,4017476
9647,455277
9647,594484
9710,461297
9654,457060
9726,624737
9726,559789
9726,725713
9726,562865
9726,600231
9726,598083
9752,472645
9585,457494
9585,4215193
9585,3829479
9585,4147351
9585,4578794
9585,4578792
9585,4578537
9585,4578517
9585,4463360
9692,531880
9692,480239
9692,4895312
9692,597228
9692,474792
9692,1546334
9692,457753
9692,2096183
9692,653207
9692,674886
9692,880428
9692,1457938
9692,470844
9692,888127
9563,475466
9563,472306
9563,888127
9563,653207
9563,461985
9563,2096183
9563,1546334
9563,499199
9563,1262306
9563,457192
9563,470012
9563,511652
9599,2056418
9599,2246065
9599,457313
9599,1409416
9665,456189
9703,469315
9703,455590
9703,702592
9703,455124
9703,467027
9703,455425
9703,484852
9703,697662
9703,5088118
9703,456037
9707,712525
9707,1831597
9707,575843
9707,677739
9707,4136935
9707,580818
9707,568666
9707,570228
9707,862454
9707,574692
9717,528092
9717,518490
9717,2396302
9717,1864066
9717,1864069
9717,1864072
9717,2586505
9717,2595678
9717,609147
9717,4520401
9717,2666303
9717,2859158
9717,2652487
9717,3067067
9717,598321
9717,569160
9717,585351
9717,530956
9717,565788
9717,603812
9717,567820
9717,516896
9717,527097
9559,456635
9559,830582
9559,701002
9559,5132333
9559,471083
9559,1984879
9559,457494
9559,594484
9559,678813
9559,505320
9604,480380
9586,684367
9586,833799
9586,455233
9629,467228
9629,465068
9629,455491
9629,463482
9629,459325
9629,456499
9629,682123
9698,455243
9698,456164
9698,469884
9548,456091
9548,489030
9581,455161
9581,762405
9625,456070
9625,5155775
9625,4208103
9625,5114403
9625,5114427
9628,522744
9628,511906
9628,518293
9628,567820
9628,547304
9628,516383
9628,516896
9659,455782
9659,464894
9659,531933
9659,456323
9700,531880
9700,480239
9700,4895312
9700,597228
9700,474792
9700,1546334
9700,457753
9700,2096183
9700,653207
9700,674886
9700,880428
9700,1457938
9700,470844
9700,888127
9700,2096183
9551,480239
9551,4895312
9551,464890
9551,474792
9551,1546334
9551,457753
9551,597228
9551,776504
9551,776506
